-3.065715618972081891e-01,-7.919800898184836679e-01,3.420676474441242121e-01,2.927405414212612134e-01,1.042681805348544044e+00
-1.228581113235361760e-01,-2.903899664620167211e-03,-9.753556750832109712e-02,-1.095051323867425042e-01,3.379124036803355935e-01
-2.734768469344328948e-02,1.675784311355888456e-01,-6.436727641611834916e-02,-7.302252976610015822e-02,3.583818318757923671e-01
-2.321677300025470625e-01,1.710988166407445554e-01,4.684299758513123524e-01,-1.649765319717116374e-01,2.133872417769097918e-01
4.024762742713506869e-01,-3.672755680092348179e-02,4.197629101571346832e-01,-2.007956213145276059e-01,1.322857050761146458e-01
2.879087846986758126e-01,4.401178781440017729e-01,2.129329796063543223e-01,-9.759624562532252801e-02,4.149177540756048832e-01
3.730589522489344834e-01,3.476732974319903663e-02,-3.299929855532710010e-01,9.321609489081432443e-02,1.714573904988772601e-01
2.870841622087260681e-01,-1.488557509463581986e-02,3.659462368191607889e-02,-2.129641581646627216e-02,2.481036269246182646e-01
4.384827585916699633e-01,1.887344001135543292e-01,7.600844867576029840e-01,1.937573661954027342e-03,3.744059558355079531e-01
-4.221620696202472989e-02,-2.017908946884651444e-01,-2.047928503395391939e-02,2.605752481579227120e-01,3.037417719607467537e-01
-3.691100012076434234e-02,-8.981356887313504678e-02,-7.771224904411395962e-02,-2.922134461215483703e-02,5.833380335437692299e-01
2.678996089870218644e-01,2.885032732245562670e-01,3.682726413594659132e-01,1.258207811890130756e-01,2.480624228478687521e-01
3.443971484337647881e-01,3.644289328955735430e-01,-1.565573557930428905e-01,3.798074208953032271e-01,3.362037301992530369e-01
-2.671179369120113556e-01,-5.440834331479837971e-01,7.239430834575388829e-02,4.233456583414083596e-01,1.177289594380243720e+00
-2.340341094989480952e-01,8.690553187456562245e-02,-4.861476288412532876e-01,3.543591068671872457e-02,4.450707696387360413e-01
7.202806273398650039e-02,-4.503339420248510250e-02,2.295685412492004251e-01,1.284297234059817994e-01,4.561475151495343328e-01
4.720272501965071948e-02,2.439030676126430763e-01,4.133387329029828972e-01,1.762323009529223050e-01,4.447802356450371031e-01
-6.523288803738859498e-02,1.199541271826624483e-01,2.948272669706967775e-01,2.634937197007523046e-01,1.142584674124977051e-01
3.945800074214707576e-01,2.111663910474461947e-01,3.273982822689253114e-01,2.202498727299525560e-01,2.359779774722056342e-02
5.866315812113802319e-02,2.015355547654290869e-01,-4.571560463247573702e-01,-3.666207848205725595e-02,-1.011531810358164002e-01
3.593151352166300549e-01,1.577329469105880899e-01,3.377312874229868728e-02,-7.465384875678954257e-02,2.873024589808196860e-01
3.599482630787482762e-01,-9.649237492052448184e-02,7.490712709113586110e-01,-7.490398967979938760e-02,2.297128505474412274e-01
1.818205972996840281e-01,-7.508849564698068246e-02,6.260528464425037243e-02,1.172790399381552218e-01,3.038947560351837884e-01
5.262243909191507280e-02,2.055779851076680320e-01,3.144085540660385703e-01,3.249888265929818387e-01,5.642944218483351149e-01
2.969323742766358798e-01,1.797388329148630615e-01,7.916268408343791751e-01,2.045031984827782451e-02,-4.017632698728106772e-02
6.258222859140785133e-01,1.306866401034522951e-01,5.027146483378325259e-01,3.047648809724811114e-01,-8.562253857597519613e-02
-4.517786904265969627e-01,-5.022066346558669014e-01,1.730079236312057345e-01,3.347970419985245583e-01,1.062263401008590513e+00
